1,1
2,0.7733333333333333
3,0.4666666666666667
4,0.24
5,0.26666666666666666
6,0.32
7,0.38666666666666666
8,0.49333333333333335
9,0.49333333333333335
10,0.48
11,0.4533333333333333
12,0.41333333333333333
13,0.41333333333333333
14,0.41333333333333333
15,0.41333333333333333
16,0.41333333333333333
17,0.41333333333333333
18,0.41333333333333333
19,0.41333333333333333
20,0.41333333333333333
21,0.41333333333333333
22,0.41333333333333333
23,0.41333333333333333
24,0.41333333333333333
25,0.41333333333333333
26,0.41333333333333333
27,0.41333333333333333
28,0.41333333333333333
29,0.41333333333333333